word,phonetic,pos,meaning,example,example_zh
embrace,,v.,拥抱,,
embroider,,v.,刺绣，修饰,,
embroidery,,n.,刺绣(品),,
embryo,,n.,胚胎,,
embryonic,,adj.,胚胎的，萌芽期的,,
emerald,,n.,祖母绿， 绿宝石； 翡翠绿,,
emerge,,v.,"浮现,显露",,
emergence,,n.,"浮现,露出",,
emergency,,n.,"紧急情况, 突然事件",,
emergent,,adj.,紧急的,,
emigrant,,n.,"移居外国者, 移民",,
emigrate,,v.,"移居, 移民",,
emigration,,n.,"移民出境, 侨居",,
eminence,,n.,"出众, 显赫",,
eminent,,adj.,"著名的, 卓越的",,
emission,,n.,"散发,发行,排放",,
emit,,v.,"发出,放射",,
emotion,,n.,感情， 激情， 情绪,,
emotional,,adj.,感情的， 情绪的； 引起情感的； 易动感情的,,
emotionally,,adv.,"感情上地, 冲动地",,
emotive,,adj.,"感情的, 引起强烈感情的",,
empathy,,n.,"移情作用, 共鸣",,
emperor,,n.,"皇帝, 君主",,
emphasis,,n.,"强调,重点",,
emphasize,,v.,"强调,着重",,
empire,,n.,帝国,,
empirical,,adj.,经验主义的,,
empiricism,,n.,经验论， 经验主义,,
employ,,v.,雇用,,
employee,,n.,"职工, 雇员",,
employment,,n.,雇用,,
empower,,v.,授权， 准许； 使控制局势,,
empress,,n.,"皇后, 女皇帝, 皇太后, 极有权力的女人",,
empty,,adj.,"空的 v. (使)空,倒出",,
emulsion,,n.,乳状液,,
enable,,v.,"使能够,使可能",,
enact,,v.,制定法律， 颁布； 扮演,,
enactment,,n.,"设定,制定",,
enamel,,n.,"珐琅, 瓷釉",,
encapsulate,,v.,装入胶囊，压缩,,
encase,,v.,"装入, 包住",,
encircle,,v.,"环绕, 围绕",,
enclose,,v.,"放入封套,围绕",,
enclosure,,n.,"围住, 围栏",,
encode,,v.,把编码,,
encompass,,v.,"包围,环绕",,
encounter,,,"v&n. 遭遇,遇到",,
encourage,,v.,"鼓励,促进,支持",,
encouragement,,n.,"鼓励, 奖励",,
encroach,,v.,"侵占,侵犯",,
encroachment,,n.,"侵蚀, 侵犯",,
encrust,,v.,在表面形成硬壳， 结壳； 用…装饰外层,,
encyclopedia,,n.,百科全书,,
endanger,,v.,危及,,
endangered,,adj.,濒危的， 将要灭绝的,,
endear,,v.,使亲密,,
endeavor,,,"n&v. 尽力, 努力",,
ending,,n.,"结尾, 结局",,
endless,,adj.,"无止境的,无穷的",,
endocrine,,n.,内分泌,,
endocrinology,,n.,内分泌学,,
endogenous,,adj.,"内生的, 内成的",,
endorse,,vt.,签名； 宣传， 代言； 签署； 赞同， 支持,,
endotherms,,n.,"温血动物, 恒温动物",,
endow,,v.,"捐赠, 赋予",,
endowment,,n.,"捐赠,天资,捐款",,
endpoint,,n.,端点,,
endurance,,n.,"忍耐(力), 持久(力)",,
endure,,v.,"耐久,忍耐",,
enemy,,n.,敌人,,
energetic,,adj.,"精力充沛的,积极的",,
enforce,,v.,"实施, 执行,加强",,
enforcer,,n.,"实施者,强制执行者",,
engage,,v.,"雇佣,从事,参加",,
engagement,,n.,"约会, 婚约",,
engaging,,adj.,迷人的,,
engender,,v.,造成,,
engine,,n.,"发动机,引擎",,
engineer,,n.,"工程师 v. 设计,建造",,
engineering,,n.,工程； 工程学,,
england,,n.,英格兰,,
english,,,"n&a. 英语,英国人(的)",,
engrave,,v.,"雕刻,使铭记",,
engraving,,n.,"雕刻术,雕版",,
engulf,,v.,吞没,,
enhance,,v.,"提高,增强",,
enhancement,,n.,"增进, 增加",,
enigma,,n.,"谜, 难以理解的事物",,
enigmatic,,adj.,"谜的, 莫明其妙的",,
enjoy,,v.,"享受,喜爱",,
enjoyable,,adj.,"有趣的, 愉快的",,
enjoyment,,n.,"享乐, 快乐",,
enlarge,,v.,"扩大, 放大",,
enlargement,,n.,放大,,
enlighten,,vt.,启发， 启迪； 开导； 阐明,,
enlightenment,,n.,"启迪, 教化",,
enlist,,v.,征募； 从军， 参军； 谋取,,
enormous,,adj.,"巨大的,庞大的",,
enormously,,adv.,"极度,大量",,
enrich,,v.,"充实,使富裕",,
enrichment,,n.,"发财致富, 丰富, 肥沃",,
enroll,,v.,"登记, 招收, 参加",,
enrollment,,n.,登记， 注册； 入学,,
ensconce,,vt.,使安顿， 安置， 使安坐,,
enslave,,vt.,奴役,,
ensue,,v.,接着发生，接踵而来,,
ensure,,v.,"确保,保证",,
entail,,v.,"使必需, 使蒙受 n. [建]限定继承权",,
entanglement,,n.,纠缠,,
enter,,v.,"进入,参加",,
enterprise,,n.,"企业, 事业",,
enterprising,,adj.,"有事业心的, 有进取心的",,
entertain,,v.,"娱乐,招待",,
entertainer,,n.,"款待者, 表演娱乐节目的人",,
entertainment,,n.,"款待,娱乐",,
enthusiasm,,n.,"热情, 热衷",,
enthusiast,,n.,"热心家, 狂热者",,
enthusiastic,,adj.,"热心的, 热情的",,
enthusiastically,,adv.,"热心地,满腔热情地",,
entire,,adj.,"全部的,整个的",,
entitle,,v.,"给权利(或资格), 给题名",,
entity,,n.,实体,,
entomb,,v.,"埋葬, 成为的坟墓",,
entourage,,n.,〈总称〉随从， 随行人员,,
entrance,,n.,入口,,
entreat,,v.,乞求， 恳求， 请求,,
entrench,,v.,"以壕沟防护,保护",,
entrepreneur,,n.,"企业家, 主办人",,
entrepreneurial,,adj.,"企业家的, 企业性质的",,
entry,,n.,"进入, 入口",,
entwine,,v.,"(使)缠住, (使)盘绕",,
enunciate,,v.,清晰地发音； 表达， 阐明,,
enure,,v.,使习惯于 v. 变得更有利,,
envelop,,v.,"包封, 遮盖",,
envelope,,n.,"信封, 封套",,
environmental,,adj.,有关环境的， 自然环境的， 生态环境的； 环境的,,
environmentalist,,n.,"环境保护论者, 环境论者, 环境论信奉者",,
environmentally,,adv.,在环境方面地,,
envision,,v.,想象；预想,,
envy,,n.,"羡慕,嫉妒 v. 羡慕,嫉妒",,
enzyme,,n.,[生化]酶,,
eocene,,,n&a. 始新世(的),,
eohippus,,n.,<古生>始祖马,,
eon,,n.,"永世, 无数的年代",,
ephemeral,,adj.,"朝生暮死的, 短暂的",,
epic,,n.,"史诗, 伟大事迹",,
epidemic,,adj.,流行性的， 传染性的 n. 流行；流行病,,
epidermis,,n.,"[生]表皮, 上皮",,
episode,,n.,一段情节,,
episodic,,adj.,"插曲式的,短暂的",,
epistle,,n.,书信,,
epithet,,n.,"绰号, 称号",,
epitome,,n.,摘要,,
epitomize,,vt.,成为…的缩影； 摘要， 概括， 缩写,,
epoch,,n.,"新纪元, 时代",,
equal,,adj.,同样的 v. 等于,,
equality,,n.,"等同性, 平等",,
equation,,n.,等式， 方程式； 等同， 相等； 均衡,,
equator,,n.,赤道,,
equatorial,,adj.,(近)赤道的,,
equestrian,,adj.,骑马的 n骑手,,
equilateral,,adj.,等边的 n等边形,,
equilibrium,,n.,平衡,,
equip,,v.,"装备, 配备",,
equipment,,n.,"装备,设备",,
equitable,,adj.,"公平的, 公正的",,
equivalent,,adj.,"相等的,相当的n等价物",,
era,,n.,"时代,纪元",,
eradicate,,v.,根除,,
eradication,,n.,"连根拔除, 根除",,
ere,,,pron&conj. 在…之前,,
erect,,v.,"建造,竖立,使直立",,
erectus,,adj.,[拉丁语]直立的,,
erie,,n.,伊利(人),,
erode,,v.,"侵蚀,腐蚀",,
erosion,,n.,"腐蚀,侵蚀",,
errand,,n.,差事， 差使,,
erratic,,adj.,古怪的，飘忽不定的,,
error,,n.,"错误, 过失",,
erupt,,v.,喷出 vi爆发,,
eruption,,n.,"爆发,火山灰",,
escalator,,n.,电动扶梯,,
escape,,v.,"逃跑,逃脱",,
eschew,,vt.,避开， 戒除， 回避,,
escutcheon,,n.,"有花纹的盾, 锁眼盖, 孔罩",,
esoteric,,adj.,"秘传的, 神秘的, 难懂的",,
especially,,adv.,"特别,尤其",,
espouse,,vt.,支持， 拥护， 赞成,,
essay,,n.,散文,,
essence,,n.,本质，实质,,
essential,,adj.,基本的，本质的；极其重要的，必不可少的 n. 要素， 实质； 必需品,,
establish,,v.,"建立,确立,创办",,
establishment,,n.,"确立,制定",,
estate,,n.,"财产, 地产",,
esteem,,n.,／ vt尊重，敬重,,
estimate,,,"n&v. 估计,估价",,
estuarine,,adj.,"入海的, 在入海口形成的",,
estuary,,n.,"河口, 江口",,
etch,,v.,蚀刻,,
etching,,n.,蚀刻版画,,
eternal,,adj.,"永恒的,永远的",,
ether,,n.,"天空醚, 大气",,
ethic,,n.,道德规范,,
ethical,,adj.,道德的,,
ethically,,adv.,伦理(学)上,,
ethnic,,adj.,"人种的, 种族的",,
ethnographic,,adj.,"民族志学的, 人种志学的",,
ethnology,,n.,民族学， 文化人类学,,
ethological,,n.,"行为性的, 行为学的",,
ethology,,n.,"动物行动学, 人种学",,
etiquette,,n.,礼节， 礼仪,,
eukaryote,,n.,〈生〉真核细胞,,
eukaryotic,,adj.,真核状态的,,
euphrates,,n.,幼发拉底河,,
eurasia,,n.,欧亚大陆,,
eurasian,,adj.,"欧亚的, 欧亚人的",,
europe,,n.,欧洲,,
european,,adj.,欧洲的 n. 欧洲人,,
eusocial,,adj.,(昆虫)完全社会性的,,
evacuate,,v.,疏散， 撤离； 排空,,
evacuation,,n.,撤离,,
evade,,v.,逃避， 回避； 躲开， 避开,,
evaluate,,v.,"评价, 估计",,
evaluation,,n.,"估价, 评价",,
evanescent,,adj.,"迅速消失的, 短暂的",,
evaporate,,v.,"(使)蒸发,消失",,
evaporation,,n.,蒸发,,
even,,adv.,甚至，连；甚至可以说 adj. 平滑的，平坦的；平稳的，均匀的；均衡的；平均的；偶数的 v. 平坦； 相等,,
evening,,n.,"傍晚, 晚间",,
evenness,,n.,"平均, 平等, 平坦",,
eventual,,adj.,"最后的, 结局的",,
eventually,,adv.,"最后,终于",,
ever,,adv.,"曾经,永远",,
everest,,n.,珠穆朗玛峰(世界最高峰),,
evergreen,,n.,常绿树 adj. 常绿的,,
everlasting,,adj.,"永恒的, 持久的",,
every,,adj.,"每个,一切的,每隔",,
everyday,,adj.,每天的，日常的,,
everyone,,pron.,每个人,,
everything,,pron.,每件事物,,
everywhere,,adv.,"到处, 无论何处",,
evidence,,vt.,证明 n. 证据； 迹象； 根据,,
evident,,adj.,"明显的, 显然的",,
evidently,,adv.,"显然,清楚地",,
eviscerate,,v.,"取出内脏, 除去精华",,
evoke,,v.,"唤起, 引起",,
evolution,,n.,"进化,发展,演变",,
evolutionary,,adj.,"进化的,发展的,演变的",,
evolve,,v.,"演变,进化,发展",,
exact,,adj.,"精确的,准确的",,
exaggerate,,v.,"夸大,夸张",,
exaggeration,,n.,夸张,,
exalt,,v.,晋升,,
exalted,,adj.,崇高的， 高贵的， 显赫的,,
exam,,n.,"考试, 测验",,
examination,,n.,"考试, 检查, 细查",,
examine,,v.,"检查,调查,考试",,
excavate,,v.,"挖掘,开凿",,
excavation,,n.,"挖掘, 发掘",,
exceed,,v.,"超越, 胜过",,
exceedingly,,adv.,"非常,极度地",,
excel,,v.,"优秀, 胜过他人",,
excellence,,n.,"优秀, 卓越",,
excellent,,adj.,"卓越的, 极好的",,
exception,,n.,"除外,例外",,
exceptionally,,adv.,"格外地, 特别地",,
excess,,,n&a. 过量(的),,
excessive,,adj.,"过多的,过分的",,
excessively,,adv.,"过分地, 过度地, 极度地",,
exchange,,,"v&n. 交换,兑换",,
exchanger,,n.,"交换器, 换热器",,
excise,,vt.,切除； 删去,,
excitation,,n.,"刺激,兴奋, 激动",,
excite,,v.,"使兴奋,激动",,
excitement,,n.,"刺激, 兴奋",,
exclaim,,v.,"呼喊, 惊叫",,
exclude,,v.,"把排除在外, 排斥",,
exclusion,,n.,"排除, 除外",,
exclusive,,adj.,"排外的,独占的,唯一的",,
exclusively,,adv.,专门地，排除其他地,,
excrete,,v.,"排泄, 分泌",,
excursion,,n.,远足，短途旅行,,
execute,,v.,"执行, 处决",,
execution,,n.,"处决, 执行",,
executive,,n.,主管，行政官a行政的,,
exemplary,,adj.,"典范的,惩戒性的",,
exemplify,,v.,"例证, 例示",,
exempt,,v.,免除 adj. 被免除的,,
exercise,,,"n&v. 运动,练习",,
exert,,v.,"尽(力),发挥",,
exertion,,n.,"努力, 发挥,运用",,
exhale,,v.,"呼气,发出",,
exhaust,,v.,"使筋疲力尽,耗尽",,
exhaustion,,n.,"耗尽枯竭,疲惫,竭尽",,
exhibit,,,"n&v. 展览,陈列,展示",,
exhibition,,n.,"表现,展览会",,
exhibitor,,n.,"展出者,显示者",,
exhilarate,,v.,"使高兴, 使愉快",,
exhilarating,,adj.,令人高兴的， 使人兴奋的,,
exhort,,vt.,劝告， 规劝， 告诫,,
existence,,n.,存在(物),,
exocrine,,adj.,[医]外分泌的,,
exodus,,n.,大批离去， 成群外出,,
exogenous,,adj.,"外生的,外界产生的",,
exorbitant,,adj.,"（要价等）过高的,（性格等）过分的",,
exoskeleton,,n.,[动] 外骨骼,,
exotic,,adj.,外来的,,
expand,,v.,"扩大,扩展,膨胀",,
expanse,,n.,广阔；宽阔的区域,,
expansion,,n.,"膨胀,扩展,扩充",,
expansionist,,,n&a. 扩张主义(的),,
expect,,v.,"期待,预期",,
expectation,,n.,"期待,预料",,
expedient,,adj.,得当的， 可取的 n. 权宜之计，应急办法，临时手段,,
expedition,,n.,"远征,探险队",,
expeditious,,adj.,迅速而有效的， 迅速完成的,,
expel,,vt.,开除； 驱逐； 排出,,
expend,,v.,"花费,消耗,支出",,
expendable,,n.,"消耗品, 可牺牲的",,
expenditure,,n.,"支出, 花费",,
expense,,n.,"费用,代价",,
expensive,,adj.,"昂贵的,高价的",,
experience,,,"n&vt. 经历,经验",,
experiment,,n.,"试验 v. 尝试,做实验",,
experimental,,adj.,实验(性)的，试验(性)的,,
experimentation,,n.,实验,,
experimenter,,n.,实验者,,
expert,,n.,"专家, 行家",,
expertise,,n.,专门知识(或技能等)，专长,,
expertly,,adv.,熟练地,,
expire,,vi.,到期， 期满， 失效； 断气， 去世,,
explanation,,n.,"解释,说明",,
explicit,,adj.,"明确的,清晰的",,
explode,,v.,爆炸；爆发,,
exploit,,v.,"开拓,开采",,
exploitation,,n.,"开发, 开采",,
exploration,,n.,"探险, 探测",,
exploratory,,adj.,"勘探的, 探索的",,
explore,,v.,"探险,探测",,
explorer,,n.,探险者,,
explosion,,n.,"爆炸,爆发",,
explosive,,adj.,"爆炸(性)的,暴露 n. 爆炸物",,
explosively,,adv.,"爆发地, 引起爆炸地",,
expo,,n.,"博览会, 展览会",,
exponent,,n.,"阐述者,倡导者",,
exponential,,n.,"指数 adj. 指数的, 幂数的",,
export,,,"v&n. 输出,出口",,
exportation,,n.,出口,,
expose,,v.,"暴露,显露",,
exposition,,n.,"展览会, 说明",,
exposure,,n.,"暴露, 揭露",,
expression,,n.,"措辞,表达",,
expressionless,,adj.,无表情的,,
expressive,,adj.,"表达的,意味深长的",,
expressiveness,,n.,"表现, 表示",,
expropriate,,vt.,征用， 没收,,
extend,,v.,"延伸,扩展",,
extension,,n.,"延长, 扩充",,
extensive,,adj.,"广泛的,广阔的",,
extensively,,adv.,广泛地，彻底地,,
extent,,n.,"范围,程度,广度",,
exterior,,adj.,外部的 n外部,,
extermination,,n.,"消灭, 根绝",,
external,,,n&a. 外部(的),,
externality,,n.,外部性， 外界效应,,
externally,,adv.,"外部地, 外面地",,
extinct,,adj.,"熄灭的,灭绝的",,
extinguish,,vt.,熄灭， 扑灭； 消灭， 毁灭， 使破灭,,
extol,,v.,赞美,,
extort,,vt.,勒索， 敲诈， 强夺,,
extra,,adj.,额外的,,
extract,,v.,"取出,提取 n. 摘录",,
extraction,,n.,"抽出,拔出",,
extracurricular,,adj.,"课外的, 业余的",,
extraordinarily,,adv.,"非常,格外地",,
extraordinary,,adj.,"非凡的, 特别的",,
extrapolate,,v.,外推； 推断， 推知,,
extravagant,,adj.,放肆的， 过分的； 奢侈的， 铺张的,,
extravagantly,,adv.,挥霍无度地,,
extreme,,adj.,"极度的,极端的 n. 极端,过分",,
extremity,,n.,极度，绝境,,
extrinsic,,adj.,外来的， 外在的， 非本质的,,
exuberant,,adj.,"繁茂的,生气勃勃的",,
eye,,n.,眼睛,,
eyeball,,n.,"眼球, 眼珠子",,
eyebrow,,n.,眉毛,,
eyelid,,n.,"眼皮, 眼睑",,
eyesight,,n.,"视力, 目力",,
eyewitness,,n.,"目击者, 见证人",,
fable,,n.,寓言； 谎言,,
fabric,,n.,"结构, 织物, 构造",,
fabricate,,v.,"编造, 虚构",,
fabulous,,adj.,寓言式的； 难以置信的； 极好的,,
facade,,n.,正面,,
face,,n.,"脸 v. 面向,面对",,
facelift,,n.,整容手术（除去面部皱纹）,,
facet,,n.,"小平面, 方面, 刻面",,
facial,,adj.,"脸部的,面部的",,
facilitate,,v.,"促进, 帮助",,
facilitation,,n.,"简易化, 助长",,
facility,,n.,"设备,便利，能力",,
facsimile,,n.,"摹写, 传真",,
faction,,n.,"派别,小集团",,
factor,,n.,要素， 因素； 因数； 系数,,
factory,,n.,"工厂,制造厂",,
factual,,adj.,"事实的,实际的",,
faculty,,n.,能力，院系，全体教员,,
fad,,n.,"时尚, 一时流行的狂热",,
fade,,v.,褪去，褪色,,
fahrenheit,,n.,华氏温度计,,
fail,,v.,"失败,没有通过",,
failure,,n.,失败,,
faint,,n.,昏晕 v. 昏晕 adj. 头晕的,,
faintly,,adv.,"微弱地, 朦胧地",,
fair,,,a&ad. 公平的,,
fairground,,n.,"游乐场, 集市",,
faith,,n.,"信仰, 信念",,
faithful,,adj.,"守信的, 忠实的",,
fake,,v.,伪造； 伪装,,
falcon,,n.,猎鹰,,
falconer,,n.,"以鹰狩猎者,养鹰者",,
fallacy,,n.,"谬误, 谬论",,
fallout,,n.,"辐射微尘, 原子尘, 附带结果",,
false,,adj.,错误的；假的,,
falsely,,adj.,"虚伪地, 错误地",,
falter,,v.,衰退， 衰落； 发抖， 结巴地说； 蹒跚,,
fame,,n.,"名声, 名望",,
familiar,,adj.,"熟悉的,常见的",,
familiarity,,n.,"熟悉,通晓,精通",,
familiarization,,n.,"亲密, 熟悉, 精通",,
familiarize,,vt.,使熟悉,,
family,,n.,"家,家庭",,
famine,,n.,"饥荒,",,
famish,,v.,饥饿,,
famous,,adj.,"著名的,出名的,",,
fan,,n.,(风)扇 vt扇，煽动,,
fanatical,,adj.,"狂热的, 入迷的",,
fanciful,,adj.,"想像的, 奇怪的",,
fancy,,v.,喜欢n爱好；想象力,,
fanner,,n.,通风机,,
fanners,,n.,"电风扇,通风机",,
fantastic,,adj.,"幻想的, 奇异的",,
fantasy,,n.,幻想,,
fanwise,,,ad& adj. 呈扇形展开的,,
far-fetched,,adj.,牵强的,,
faraway,,adj.,遥远的,,
farce,,n.,闹剧；荒唐可笑,,
fare,,n.,"费用,票价 v. 遭遇, 进展",,
farmhand,,n.,农业工人，农场工人,,
farmland,,n.,农田,,
farsighted,,adj.,"有先见之明的, 远视的",,
fascinate,,v.,使着迷,,
fascinating,,adj.,迷人的， 醉人的,,
fascination,,n.,"魔力, 魅力, 迷恋",,
fashion,,n.,"方式,流行款式 v. 形成,塑造",,
fashionable,,adj.,"流行的, 时髦的",,
fast,,,"a&ad. 快的,迅速的",,
fasten,,v.,"扎牢,扣住",,
fastidious,,adj.,"过分讲究的, 挑剔的",,
fat,,adj.,肥胖的,,
fatal,,adj.,致命的，灾难性的,,
fate,,n.,"天数,命运",,
fateful,,adj.,重大的；不幸的,,
father,,n.,父亲,,
fathom,,n.,长度单位(6英尺),,
fatigue,,n.,疲劳，劳累 v(使)疲劳,,
fatten,,v.,养肥；使肥沃,,
fatty,,adj.,脂肪的,,
faucet,,n.,"龙头, (连接管子的)插口",,
fault,,n.,"过错 v. 挑剔,弄错",,
faultfinding,,n.,"找茬,挑剔",,
fauna,,n.,动物群,,
faunal,,adj.,动物区系的,,
favor,,n.,"好感 v. 偏爱,支持",,
favorable,,adj.,"赞成的,有利的",,
favorably,,adv.,"赞同地, 亲切地",,
favorite,,adj.,喜爱的 n特别喜爱的人(或物),,
fear,,n.,"恐怖,害怕 v. 害怕,畏惧",,
fearless,,adj.,不怕的，无畏的,,
fearsome,,adj.,可怕的,,
feasibility,,n.,"可行性, 可能性",,
feasible,,adj.,可行的,,
feast,,v.,尽情享用 n. 节日；盛宴，宴会,,
feat,,n.,功绩，伟业,,
feather,,n.,"羽毛,轻的东西",,
feathery,,adj.,"生有羽毛的,柔软如羽毛的",,
feature,,n.,"特征 v. 以为特色,起作用",,
featureless,,adj.,"无特色的, 平凡的",,
february,,n.,二月(略作Feb),,
fecund,,adj.,"生殖力旺盛的, 多产的",,
federal,,adj.,"联邦的,联合的",,
federalist,,n.,"联邦党,联邦制拥护者",,
fee,,n.,"费, 酬金",,
feeble,,adj.,"虚弱的, 衰弱的",,
feed,,v.,喂养,,
feedback,,n.,"反馈, 反应",,
feeder,,n.,饲养员,,
feel,,v.,"感觉,触摸 v. 有知觉",,
feeling,,n.,"触觉,知觉",,
feign,,vt.,装作， 假装； 伪造,,
feldspar,,n.,[矿]长石,,
fellow,,n.,"家伙, 同事",,
fellowship,,n.,伙伴关系,,
female,,n.,女性,,
feminist,,n.,男女平等主义者,,
fen,,n.,"沼泽, 沼池",,
fence,,n.,栅栏 v用篱笆围住,,
fend,,v.,"保护, 供养",,
ferment,,v.,发酵； 骚动 n. 发酵； 动乱， 骚动,,
fern,,n.,蕨类植物,,
ferromagnetic,,adj.,铁磁的,,
fertile,,adj.,"肥沃的, 富饶的, 能繁殖的",,
fertility,,n.,"肥沃, 多产",,
fertilization,,n.,"肥沃, 施肥, 授精",,
fertilize,,v.,使肥沃；使多产,,
fertilizer,,n.,肥料,,
fervor,,n.,"热情, 热烈",,
festival,,n.,"节日,喜庆日 adj. 节日的,快乐的",,
festive,,adj.,"庆祝的, 喜庆的",,
fetus,,n.,胎儿,,
feud,,n.,"不和,争执 v. 长期争斗",,
feudal,,adj.,封建的,,
fever,,n.,"发烧, 狂热 v(使)发烧, 狂热",,
feverishly,,adv.,"兴奋地, 发热地",,
fiber,,n.,光纤,,
fibrous,,adj.,"含纤维的, 纤维性的",,
fiction,,n.,"虚构,小说",,
fictional,,adj.,"虚构的,小说的",,
fictitious,,adj.,虚构的； 假的； 假装的， 虚伪的,,
fictive,,adj.,"虚构的, 想象上的",,
fiddler,,n.,"拉提琴的人,游手好闲的人",,
fidelity,,n.,"忠实, 诚实, 忠诚, 保真度, (收音机, 录音设备等的)逼真度, 保真度, 重现精度",,
field,,n.,"田地,领域",,
fieldstone,,n.,"散石,大卵石",,
fierce,,adj.,"凶猛的, 猛烈的",,
fiercely,,adv.,"猛烈地, 厉害地",,
fiery,,adj.,似火的； 易怒的， 暴躁的,,
fifteen,,num.,十五,,
fifteenth,,num.,第十五,,
fifth,,adj.,第五的,,
fifty,,num.,五十,,
fight,,,"n&v. 战斗,打架,斗争",,
figural,,adj.,"借喻的,比喻的",,
figurative,,adj.,比喻的，借喻的,,
figuratively,,adv.,比喻地,,
figure,,n.,"图形,外形 v. 计算,认为",,
figurehead,,n.,"装饰船头的雕像, 破浪神",,
figurine,,n.,小雕像,,
filament,,n.,"细丝, 灯丝",,
file,,n.,"文档 vt登记备案 ,提出",,
filial,,adj.,子女的； 子孙后代的,,
fill,,v.,装满,,
filmmaker,,n.,电影摄制者,,
filmy,,adj.,"薄膜的, 朦胧的",,
filter,,v.,"过滤 ,透(过)",,
fin,,n.,"鳍, 鱼翅",,
final,,adj.,"最后的,最终的",,
finalize,,vt.,使完成； 把…最后定下来； 定稿,,
finally,,adv.,"最后,终于",,
finance,,n.,"财政 v. 供给经费,筹措资金",,
financial,,adj.,"财政的,金融的",,
financially,,adv.,财政上(金融上),,
financier,,n.,"财政家, 金融家",,
finch,,n.,雀类,,
fine,,adj.,"好的,优质的,健康的",,
finely,,adv.,"细微地,美好地",,
finger,,n.,手指 v用手指拨弄,,
fingerboard,,n.,键盘,,
finish,,,"n&v. 完成,结束",,
finite,,adj.,"有限的,限定的",,
finnish,,adj.,芬兰的,,
fiord,,n.,"(尤指挪威的)海湾, 峡湾",,
fir,,n.,[植]冷杉,,
fire,,n.,"火 v. 开火,解雇,点燃",,
firearm,,n.,"火器,枪炮",,
fireball,,n.,"火球, 大流星",,
fireplace,,n.,壁炉,,
firewood,,n.,"木柴, 柴火",,
firing,,n.,"开火, 生火 v. 开火,烧制",,
firm,,n.,公司,,
firmly,,adv.,坚固地，稳定地,,
firn,,n.,"粒雪, 积雪",,
fish,,n.,鱼 v. 钓鱼,,
fisherman,,n.,"渔民, 渔夫",,
fishery,,n.,"渔业, 水产业",,
fist,,n.,拳头,,
fit,,v.,"适合,适应,安装",,
fitness,,n.,健康， 健壮； 适合,,
fitting,,adj.,适合的n试穿，装配,,
five,,num.,"五,五个",,
fix,,v.,"修理,安装,整理",,
fixation,,n.,"固定, 注视",,
fixture,,n.,固定物(装置),,
flag,,n.,旗，旗帜,,
flagellum,,n.,[动]鞭毛,,
flagpole,,n.,旗杆,,
flair,,n.,"才能, 本领",,
flake,,n.,"薄片 v. 使成薄片,剥落",,
flamboyant,,adj.,"辉耀的,艳丽的",,
flame,,n.,"火焰, 光辉",,
flaming,,adj.,熊熊燃烧的；热情的,,
flank,,n.,肋，侧边,,
flannel,,n.,法兰绒(衣服),,
flap,,n.,片状垂悬物；飘动 v飘动，拍动,,
flare,,n.,"闪光, 闪耀 v. 闪光,闪耀",,
flash,,,"n&v. 闪光,闪现",,
flashbulb,,n.,[摄]闪光灯泡,,
flashy,,adj.,浮华的,,
flask,,n.,长颈瓶,,
flat,,adj.,平坦的,,
flatboat,,n.,(浅水)平底船,,
flatfish,,n.,比目鱼,,
flatten,,v.,"变平, 变单调",,
flatter,,v.,"过分夸赞, 奉承,使满意",,
flattish,,adj.,"有点平凡的, 稍平的",,
flavin,,n.,"[化]黄素, 四羟酮醇",,
flavor,,n.,"情味, 风味 v. 加味于",,
flaw,,n.,缺点，瑕疵,,
flax,,n.,亚麻,,
flee,,v.,"逃避,逃跑,消失",,
fleet,,n.,"舰队 v疾驰,掠过",,
flesh,,n.,肉，果肉,,
fleshy,,adj.,"肉的, 多肉的",,
fletcher,,n.,"<古>造箭者,弗莱彻",,
flexibility,,n.,"灵活性, 弹性",,
flexible,,adj.,"易弯曲的,灵活的,柔韧的",,
flexibly,,adv.,"易曲地, 柔软地",,
flick,,v.,轻拍；移动 n. 轻拍； 浏览,,
flicker,,,"n&v. 闪烁,摇曳",,
flier,,n.,"飞行者,快车,宣传单",,
flight,,n.,"飞行,航班",,
flint,,n.,"打火石, 燧石",,
flipper,,n.,鳍状肢,,
float,,,"v&n. 漂浮,浮现",,
flock,,n.,羊群 v. 聚集，成群,,
floe,,n.,"大浮冰, 浮殡冰块",,
flood,,v.,"淹没,充满 n. 洪水",,
floodplain,,n.,"泛洪平原, 漫滩",,
floor,,n.,"地面,地板",,
flop,,v.,猛落，惨败,,
flora,,n.,[罗神]花神,,
floral,,adj.,"花的,像花的",,
florida,,n.,佛罗里达(美国州名),,
florist,,n.,种花人,,
flotation,,n.,浮选,,
flour,,n.,面粉,,
flourish,,,"v&n. 繁荣,茂盛",,
flout,,,"vt&n. 轻视, 嘲笑",,
flow,,,"n&v. 流动,淹没",,
flower,,n.,"花 v. 开花,繁荣",,
flowerbed,,n.,"花床,花圃",,
flowerpot,,n.,"花盆, 花钵",,
flu,,n.,流感,,
fluctuate,,v.,"变动,波动",,
fluctuation,,n.,"波动,起伏",,
flue,,n.,"烟道, 暖气管",,
fluent,,adj.,"流利的, 流畅的",,
fluffy,,adj.,"绒毛似的, 蓬松的",,
fluid,,n.,"液体 adj. 流体的,流动的",,
fluidity,,n.,"流动性,变移性",,
fluke,,n.,侥幸，偶然的机会,,
