word,phonetic,pos,meaning,example,example_zh
confront,,v.,面对,,
confrontation,,n.,冲突，对抗,,
confuse,kən'fjuːz,v.,使困惑；混淆,The instructions confused me.,这些说明把我弄糊涂了。
confusion,,n.,混乱；骚乱；混淆,,
congratulate,,v.,祝贺，向…道喜,,
congratulation,,n.,祝贺；祝贺词,,
congress,,n.,大会；国会，议会,,
congressional,,adj.,会议的；国(议)会的,,
conjunction,,n.,接合，连接；连接词,,
connect,kə'nekt,v.,连接；联系,This road connects the two towns.,这条路连接两座城镇。
connection,,n.,连接，联系,,
connectivity,,n.,连接，联系,,
connexion,,n.,connection的英式拼法,,
conquer,,v.,征服；战胜,,
conqueror,,n.,征服者，胜利者,,
conquest,,n.,攻取，征服；克服,,
conscience,'kɒnʃəns,n.,良心；良知,His conscience told him to tell the truth.,他的良心告诉他要说真话。
conscientious,,adj.,有良心的，认真负责的,,
conscious,,adj.,意识到的；有意的,,
consciousness,,n.,意识,,
consensus,,n.,一致意见,,
consent,,v.,允许，同意 n. 同意，赞同,,
consequence,'kɒnsɪkwəns,n.,后果；结果,Smoking has serious health consequences.,吸烟会带来严重的健康后果。
consequent,,adj.,作为结果的；必然的,,
consequently,,adv.,结果,,
conservation,,n.,保护，保存,,
conservative,kən'sɜːvətɪv,adj.,保守的；守旧的,He has conservative views on fashion.,他对时尚持保守看法。
consider,kən'sɪdə,v.,考虑；认为,Please consider my suggestion.,请考虑我的建议。
considerable,,adj.,相当大(或多)的,,
considerably,,adv.,相当地，非常地,,
considerate,,adj.,体贴的；考虑周到的,,
consideration,,n.,考虑，思考；体贴,,
considering,,prep.,鉴于， 考虑到， 顾及,,
consist,kən'sɪst,v.,由……组成,The team consists of five members.,这个团队由五名成员组成。
consistency,,n.,"坚固性, 浓度, 一致性",,
consistent,,adj.,一致的,,
consolidate,,v.,巩固；合并,,
consolidation,,n.,"巩固, 合并",,
conspicuous,,adj.,显著地,,
constant,'kɒnstənt,adj.,持续的；不变的,The machine needs constant care.,这台机器需要持续维护。
constantly,,adv.,不断地，时常地,,
constitute,,v.,组成,,
constitution,,n.,章程；体质；构造,,
constitutional,,adj.,法治的；体质的,,
construct,kən'strʌkt,v.,建造；构筑,The bridge was constructed in 1998.,这座桥建于 1998 年。
construction,,n.,建筑,,
constructive,,adj.,建设的，建设性的,,
consult,kən'sʌlt,v.,咨询；查阅,Consult a doctor if the pain continues.,如果疼痛持续，请咨询医生。
consultancy,,n.,咨询公司,,
consultant,,n.,顾问,,
consultation,,n.,商议,,
consume,kən'sjuːm,v.,消耗；消费,Cars consume a lot of fuel.,汽车消耗大量燃料。
consumer,,n.,消费者， 用户， 消耗者,,
consumption,,n.,消费，消耗,,
contact,'kɒntækt,n./v.,接触；联系,Keep in contact with your friends.,和朋友保持联系。
contain,kən'teɪn,v.,包含；容纳,This box contains old photos.,这个盒子里装着旧照片。
container,,n.,容器；集装箱,,
contaminate,,v.,污染，弄脏,,
contamination,,n.,污染,,
contemporary,,adj.,当代的，现代的,,
contempt,,n.,轻蔑；藐视；受辱,,
contemptible,,adj.,可鄙的；卑劣的；可轻视的,,
contend,,v.,竞争；坚决主张,,
content,'kɒntent,n./adj.,内容；满意的,The content of the book is interesting.,这本书的内容很有趣。
contention,,n.,争论,,
contentious,,adj.,诉讼的；有异议的，引起争论的；爱争论的,,
contest,,n.,比赛,,
contestant,,n.,参赛者,,
context,'kɒntekst,n.,上下文；背景,Guess the meaning of the word from the context.,根据上下文猜这个词的意思。
continent,,n.,大陆；陆地；洲,,
continental,,adj.,大陆的，大陆性的,,
continual,,adj.,不断的；连续的,,
continuation,,n.,继续(部分)；续篇,,
continue,,v.,继续，连续；延伸,,
continuity,,n.,连续， 持续,,
continuous,,adj.,连续不断的，持续的,,
contract,'kɒntrækt,n./v.,合同；收缩,Both parties signed the contract.,双方签署了合同。
contraction,,n.,收缩,,
contractor,,n.,"订约人, 承包人",,
contradict,,v.,反驳，否认,,
contradiction,,n.,矛盾，不一致；否认,,
contradictory,,adj.,相矛盾的,,
contrary,,adj.,相反的 n. 相反,,
contrast,'kɒntrɑːst,n./v.,对比；反差,The contrast between the two photos is clear.,两张照片的对比很明显。
contribute,kən'trɪbjuːt,v.,贡献；捐助；促成,Everyone can contribute to the discussion.,每个人都可以为讨论做出贡献。
contribution,,n.,贡献；捐款,,
contributor,,n.,"贡献者,捐助者",,
control,kən'trəʊl,v./n.,控制；管理,The pilot controlled the plane safely.,飞行员安全地操控飞机。
controversial,,adj.,引起争论的， 有争议的,,
controversy,,n.,争论， 辩论,,
convenience,,n.,便利，方便；厕所,,
convenient,kən'viːniənt,adj.,方便的；便利的,Online shopping is very convenient.,网上购物非常方便。
convention,,n.,习俗，惯例；公约,,
conventional,,adj.,传统的,,
conversation,,n.,会话，非正式会谈,,
converse,,v.,交谈 n反面说法 a相反的,,
conversely,,adv.,相反地,,
conversion,,n.,转变，转化；改变,,
convert,,v.,使转变；使改变,,
convey,kən'veɪ,v.,传达；运送,Words cannot convey my thanks.,言语无法表达我的感谢。
convict,,v.,证明…有罪,,
conviction,,n.,确信； 坚定的信仰； 说服， 信服； 定罪， 判罪,,
convince,kən'vɪns,v.,使确信；说服,He convinced me to join the club.,他说服我加入了俱乐部。
convincing,,adj.,令人信服的,,
cook,,v.,烹调，煮；烧菜,,
cool,,adj.,凉的；冷静的,,
cooperate,kəʊ'ɒpəreɪt,v.,合作；配合,The two schools cooperate on research.,两所学校在研究方面合作。
cooperation,,n.,"合作, 协作",,
cooperative,,adj.,合作的,,
coordinate,,v.,使协调，调节,,
coordination,,n.,同等； 调和,,
cop,,n.,警察,,
cope,kəʊp,v.,应对；处理,She knows how to cope with stress.,她知道如何应对压力。
copper,,n.,铜；铜币,,
copy,,n.,抄件 v. 抄写，复制,,
copyright,,n.,版权,,
cord,,n.,细绳，粗线，索,,
cordial,,adj.,真诚的，诚恳的,,
core,kɔː,n./adj.,核心；中心；核心的,Honesty is the core of friendship.,诚实是友谊的核心。
corn,,n.,谷物；（英）小麦,,
corner,,n.,角；边远地区,,
cornerstone,,n.,基石,,
corporate,'kɔːpərət,adj.,公司的；企业的,He works in corporate finance.,他在企业财务部门工作。
corporation,,n.,公司，企业；社团,,
corps,,n.,队， 部队； 一组,,
correct,kə'rekt,adj./v.,正确的；改正,Please correct the spelling errors.,请改正拼写错误。
correction,,n.,改正，纠正，修改,,
correspond,ˌkɒrə'spɒnd,v.,相符；通信,His actions do not correspond with his words.,他言行不一。
correspondence,,n.,信件， 函件； 通信， 通信联系； 符合， 一致， 相似,,
correspondent,,n.,通讯员；通信者,,
corresponding,,adj.,相应的；符合的,,
corridor,,n.,走廊，回廊，通路,,
corrupt,,v.,使腐化 adj. 腐败的,,
corruption,,n.,腐败,,
cosmic,,adj.,宇宙的；广大无边的，极大的,,
cosmos,,n.,宇宙,,
cost,kɒst,n./v.,成本；花费,The cost of living keeps rising.,生活成本不断上涨。
costly,,adj.,昂贵的；代价高的,,
costume,,n.,服装,,
cottage,,n.,村舍，小屋,,
cotton,,n.,棉；棉线；棉布,,
couch,,n.,睡椅，长沙发椅,,
cough,,v.,咳，咳嗽 n. 咳嗽,,
could,,,modal. 能，会，可以（can的过去式）,,
council,'kaʊnsl,n.,委员会；理事会,The city council approved the plan.,市议会批准了该计划。
counsel,,v.,忠告，建议,,
counseling,,n.,咨询服务,,
counselor,,n.,咨询顾问,,
count,kaʊnt,v./n.,数；计算；重要,Every minute counts before the exam.,考试前每一分钟都很重要。
counter,,n.,柜台；计数器,,
counterpart,,n.,对等物,,
country,,n.,国家，国土；农村,,
countryside,,n.,乡下，农村,,
county,,n.,英国的郡，美国的县,,
couple,,n.,夫妻，情侣,,
coupon,,n.,礼券， 优惠券， 配给券； 联票； 票证,,
courage,'kʌrɪdʒ,n.,勇气；胆量,It takes courage to admit mistakes.,承认错误需要勇气。
courageous,,adj.,有勇气的,,
course,kɔːs,n.,课程；过程；路线,She took a course in public speaking.,她上了一门公众演讲课。
court,,n.,法院，法庭；庭院,,
courtyard,,n.,庭院， 院子,,
cousin,,n.,堂（或表）兄弟（姐妹）,,
cover,'kʌvə,v./n.,覆盖；包括；封面,Snow covered the whole village.,雪覆盖了整个村庄。
coverage,,n.,报道,,
cow,,n.,母牛，奶牛；母兽,,
coward,,n.,懦夫；胆怯者,,
cowboy,,n.,牧童；牛仔,,
cozy,,adj.,舒适的,,
crab,,n.,蟹；蟹肉 v. 捕蟹,,
crack,,n.,裂缝，裂纹 v. 爆裂,,
craft,,n.,工艺；手艺,,
crane,,n.,起重机，摄影升降机,,
crash,kræʃ,v./n.,碰撞；坠毁；崩溃,The two cars crashed at the crossing.,两辆车在路口相撞。
crawl,,v.,爬，爬行,,
craze,,n.,狂热,,
crazy,,adj.,疯狂的，荒唐的,,
cream,,n.,奶油，乳脂；奶油色,,
create,kri'eɪt,v.,创造；创作,Good teachers create a lively classroom.,好老师创造活跃的课堂。
creation,,n.,创造， 创建； 创造的作品， 产物； 宇宙， 天地万物,,
creative,kri'eɪtɪv,adj.,有创造力的,Children are naturally creative.,孩子天生富有创造力。
creativity,,n.,创造力,,
creator,,n.,"创建者, 创作者",,
creature,,n.,生物，动物,,
credit,,n.,信用贷款；信用,,
creep,,v.,爬行；缓慢地行进,,
crew,,n.,全体船员,,
cricket,,n.,板球；蟋蟀,,
crime,kraɪm,n.,罪行；犯罪,The police are fighting against crime.,警方正在打击犯罪。
criminal,,n.,犯人，罪犯，刑事犯,,
criminology,,n.,犯罪学， 刑事学,,
cripple,,n.,跛子；残疾人,,
crisis,'kraɪsɪs,n.,危机；关键时刻,The company survived the financial crisis.,公司挺过了金融危机。
criterion,kraɪ'tɪəriən,n.,标准；准则,Price is only one criterion for choice.,价格只是选择的标准之一。
critic,,n.,批评家，评论家,,
critical,'krɪtɪkl,adj.,关键的；批评的；危急的,This is a critical moment in the project.,这是项目的关键时刻。
criticism,,n.,批评,,
criticize,'krɪtɪsaɪz,v.,批评；指责,Don't criticize others without reason.,不要无端批评别人。
crocodile,,n.,"鳄鱼, 鳄鱼皮",,
crop,,n.,农作物，庄稼；一熟：一季的收成,,
cross,,v.,穿过；使交叉,,
crossing,,n.,人行横道， 交叉口； 横渡,,
crow,,n.,鸦，乌鸦 v. 啼,,
crowd,,n.,人群；一伙人；大众,,
crown,,n.,王冠，冕；花冠,,
crucial,,adj.,至关重要的,,
crude,,adj.,简陋的；天然的,,
cruel,,adj.,残忍的，残酷的,,
cruelty,,n.,残暴，残酷,,
cruise,,vi.,航游，巡航；缓慢巡行 n. 航游， 游弋,,
crush,,v.,压碎，碾碎；镇压,,
crust,,n.,面包皮；硬外皮,,
cry,,v.,哭，哭泣；叫喊,,
crystal,,n.,结晶体；晶粒；水晶,,
cube,,n.,立方形；立方,,
cubic,,adj.,立方形的；立方的,,
cucumber,,n.,黄瓜,,
cue,,n.,暗示，信号；提示 vt. 提示； 暗示,,
cultivate,,v.,培养， 养成,,
cultivation,,n.,"培养,教养",,
cultural,,adj.,"文化的,教养的",,
culture,'kʌltʃə,n.,文化；教养,Travel helps you understand other cultures.,旅行帮助你了解其他文化。
cunning,,adj.,狡猾的，狡诈的,,
cup,,n.,杯子；（一）杯；奖杯,,
cupboard,,n.,碗柜，碗碟橱；食橱,,
curb,,v.,控制 n. 控制,,
cure,,v.,医治；消除 n. 治愈,,
curiosity,,n.,好奇心,,
curious,'kjʊəriəs,adj.,好奇的,The child is curious about everything.,这个孩子对一切都好奇。
curl,,n.,卷毛；螺旋 v. 卷曲,,
currency,,n.,通货， 货币； 通行， 流行,,
current,'kʌrənt,adj./n.,当前的；水流；电流,What is your current address?,你现在的地址是什么？
currently,,adv.,当前；一般地,,
curriculum,,n.,课程， 全部课程,,
curse,,n.,诅咒，咒骂,,
curtain,,n.,帘，窗帘；幕（布）,,
curve,kɜːv,n./v.,曲线；转弯；弯曲,The road curves to the left.,这条路向左转弯。
cushion,,n.,垫子，坐垫，靠垫,,
custom,'kʌstəm,n.,风俗；习惯,It is a local custom to eat dumplings in winter.,冬天吃饺子是当地习俗。
customary,,adj.,通常的；照惯例的,,
customer,,n.,顾客，主顾,,
customs,,n.,关税， 进口税； 海关,,
cut,,v.,切，割，剪；减少,,
cute,,adj.,漂亮的， 娇小可爱的； 聪明伶俐的， 精明的,,
cyberspace,,n.,网络空间；赛博空间,,
cycle,'saɪkl,n.,循环；周期；自行车,The seasons follow a natural cycle.,四季遵循自然循环。
daily,'deɪli,adj./adv.,每日的；每天,Exercise should be part of your daily routine.,锻炼应成为你日常生活的一部分。
dairy,,n.,牛奶场 adj. 乳制品,,
dam,,n.,水坝，水堤；障碍物,,
damage,'dæmɪdʒ,v./n.,损害；损坏,The storm damaged many houses.,暴风雨毁坏了许多房屋。
damn,,,interjection. 该死，见鬼〔表示很生气或失望〕 adv. 非常，很 adj. 该死的〔表示对某人或某事物生气〕,,
damp,,adj.,潮湿的，有湿气的,,
dampen,,v.,抑制,,
dance,,v.,跳舞；摇晃 n. 舞,,
danger,,n.,危险；危险事物,,
dangerous,,adj.,危险的，不安全的,,
dare,,v.,敢；竟敢,,
daring,,adj.,大胆的，勇敢的,,
dark,,adj.,暗的；黑色的,,
darken,,v.,(使)变暗,,
darkness,,n.,"黑暗,漆黑",,
darling,,n.,亲爱的人；宠儿,,
dash,,v.,使猛撞；溅 n. 猛冲,,
data,,n.,数据；资料,,
database,,n.,数据库,,
date,,n.,日期 v. 注…日期,,
dating,,n.,约会 v. 约会,,
datum,,n.,资料；数据；已知数,,
daughter,,n.,女儿,,
dawn,,n.,黎明；开端 v. 破晓,,
day,,n.,（一）天；白昼，白天,,
daylight,,n.,白昼，日光；黎明,,
dead,,adj.,死的，无生命的,,
deadline,'dedlaɪn,n.,截止日期；最后期限,The deadline for the essay is Friday.,论文截止日期是周五。
deadly,,adj.,致命的；死一般的,,
deaf,,adj.,聋的；不愿听的,,
deal,,n.,买卖；待遇,,
dealer,,n.,商人；毒品贩；发牌者,,
dealing,,n.,"行为, 交易",,
dean,,n.,（大学）院长，系主任,,
dear,,adj.,亲爱的 int. 啊,,
death,,n.,死，死亡；灭亡,,
debate,dɪ'beɪt,n./v.,辩论；讨论,The class held a debate on the topic.,班级就此话题举行了一场辩论。
debt,,n.,债务,,
debtor,,n.,债务人,,
decade,'dekeɪd,n.,十年,The city has changed greatly in the past decade.,过去十年这座城市变化很大。
decay,,v.,腐烂；衰败 n. 腐烂,,
deceit,,n.,欺骗，欺诈,,
deceive,,v.,欺骗，蒙蔽，行骗,,
december,,n.,十二月,,
decent,,adj.,正派的，体面的,,
deception,,n.,欺骗； 诡计， 骗局,,
deceptive,,adj.,骗人的，造成假象的,,
decide,,v.,决定，决心；解决,,
decision,,n.,决定，决心；果断,,
decisive,,adj.,决定性的,,
deck,,n.,甲板；舱面；层面,,
declaration,,n.,宣布， 宣告； 宣言， 声明； 申报,,
declare,dɪ'kleə,v.,宣布；声明；申报,The government declared a public holiday.,政府宣布了一个公共假日。
decline,dɪ'klaɪn,v./n.,下降；衰退；婉拒,Sales declined sharply last month.,上个月销售额急剧下降。
decorate,'dekəreɪt,v.,装饰；装修,They decorated the room with balloons.,他们用气球装饰房间。
decoration,,n.,装饰(品),,
decorative,,adj.,装饰的；可作装饰的,,
decrease,,v.,减少 n. 减少,,
deduce,,v.,演绎，推论，推断,,
deed,,n.,行为；功绩；劣迹；契约,,
deem,,v.,认为,,
deep,,adj.,深的；纵深的,,
deepen,,v.,使加深，加剧,,
deer,,n.,鹿,,
defeat,dɪ'fiːt,v./n.,击败；失败,Our team defeated the opponent 3-0.,我们队以 3 比 0 击败对手。
defect,,n.,缺点，缺陷，欠缺,,
defence,,n.,防御；防务；辩护,,
defend,dɪ'fend,v.,保卫；辩护,Soldiers defend their country.,士兵保卫自己的国家。
defendant,,n.,被告,,
defense,,n.,"国防部,防卫",,
defensive,,adj.,防守的，防御的,,
defiance,,n.,违抗； 藐视,,
defiant,,adj.,反叛的， 挑衅的， 公然违抗的,,
deficiency,,n.,缺乏；不足,,
deficient,,adj.,不足的，缺乏的,,
deficit,,n.,赤字,,
define,dɪ'faɪn,v.,定义；界定,Can you define this term?,你能定义这个术语吗？
definite,,adj.,明确的；肯定的,,
definitely,,adv.,一定地，明确地,,
definition,,n.,定义,,
defy,,v.,违背，违抗,,
degree,dɪ'ɡriː,n.,程度；学位；度数,She has a degree in economics.,她拥有经济学学位。
delay,dɪ'leɪ,v./n.,推迟；耽搁,The flight was delayed by fog.,航班因大雾延误。
delegate,,n.,代表， 代表团成员 vt. 委派…为代表； 授 ， 把…委托给,,
delegation,,n.,代表团,,
delete,,v.,删除；擦掉,,
deliberate,,adj.,故意的,,
deliberation,,n.,仔细考虑；商量,,
delicate,,adj.,纤细的；易碎的,,
delicious,,adj.,美味的；怡人的,,
delight,,n.,高兴,,
delightful,,adj.,高兴的,,
deliver,dɪ'lɪvə,v.,递送；发表；交付,The postman delivers mail every morning.,邮递员每天早晨送信。
delivery,,n.,投递；交付；分娩,,
demand,dɪ'mɑːnd,v./n.,要求；需求,The job demands patience.,这份工作需要耐心。
demanding,,adj.,苛求的， 难满足的； 需要高的， 费力的,,
democracy,,n.,民主制；民主,,
democrat,,n.,"民主主义者,美国民主党人",,
democratic,,adj.,民主的,,
demonstrate,'demənstreɪt,v.,证明；演示；示威,The teacher demonstrated the experiment.,老师演示了实验。
demonstration,,n.,展示；游行,,
denial,,n.,否定；拒绝相信,,
dense,dens,adj.,密集的；浓厚的,The city center is dense with buildings.,市中心建筑密集。
density,,n.,密度,,
dent,,vt.,使凹下；挫伤，损害 n. 缺口， 凹痕,,
dental,,adj.,牙齿的， 牙科的,,
dentist,,n.,牙科医生,,
deny,dɪ'naɪ,v.,否认；拒绝,He denied breaking the window.,他否认打破了窗户。
depart,dɪ'pɑːt,v.,离开；出发,The train departs at six.,火车六点出发。
department,,n.,部门,,
departure,,n.,离开，出发，起程,,
depend,dɪ'pend,v.,依靠；取决于,Success depends on your effort.,成功取决于你的努力。
dependable,,adj.,"可靠的, 可信赖的",,
dependence,,n.,依靠， 依赖； 信任,,
dependent,,adj.,依靠的，依赖的,,
deposit,dɪ'pɒzɪt,v./n.,存放；存款；押金,You need to pay a deposit to rent the bike.,租自行车需要付押金。
depress,dɪ'pres,v.,使沮丧；使萧条,Rainy days depress some people.,雨天让一些人情绪低落。
depressed,,adj.,萧条的；沮丧的,,
depressing,,adj.,令人沮丧的,,
depression,,n.,抑郁， 沮丧； 不景气， 萧条； 洼地， 凹陷,,
deprivation,,n.,剥夺，匮乏,,
deprive,,v.,剥夺，夺去，使丧失,,
depth,,n.,深度；深厚；深处,,
deputy,,n.,副职， 副手； 代表， 代理人,,
derivation,,n.,引出；起源；衍生,,
derivative,,adj.,派生的，引出的；无创意的 n. 派生词， 衍生词； 派生物,,
derive,,v.,得到，导出,,
descend,,v.,下来，下降；下倾,,
descendant,,n.,子孙后代,,
descent,,n.,"血统, 后裔",,
describe,dɪ'skraɪb,v.,描述；形容,Can you describe the man you saw?,你能描述一下你看到的那个人吗？
description,,n.,描写，形容；种类,,
descriptive,,adj.,描写的，描述的,,
desert,,v.,抛弃,,
deserve,dɪ'zɜːv,v.,应得；值得,You deserve a rest after hard work.,辛苦工作后你该休息一下。
design,dɪ'zaɪn,v./n.,设计；构思；图案,She designed the poster herself.,她亲自设计了海报。
designer,,n.,设计者,,
desirability,,n.,"愿望, 希求",,
desirable,,adj.,值得相望的；可取的,,
desire,dɪ'zaɪə,n./v.,渴望；愿望,He has a strong desire to learn.,他有强烈的学习愿望。
desk,,n.,书桌，办公桌,,
despair,,n.,绝望 v. 绝望,,
desperate,,adj.,拼死的；绝望的,,
despise,,v.,鄙视，蔑视,,
despite,dɪ'spaɪt,prep.,尽管,"Despite the rain, they went hiking.",尽管下雨，他们还是去远足了。
dessert,,n.,甜点,,
destination,,n.,目的地，终点,,
destroy,dɪ'strɔɪ,v.,破坏；毁灭,The fire destroyed the old library.,大火烧毁了旧图书馆。
destruction,,n.,破坏,,
destructive,,adj.,破坏性的，毁灭性的,,
detail,'diːteɪl,n.,细节；详情,Please give me more details about the plan.,请告诉我计划的更多细节。
detailed,,adj.,细节的，详细的,,
detect,dɪ'tekt,v.,察觉；发现；探测,The test can detect the virus early.,这项检测可以早期发现病毒。
detection,,n.,侦查；察觉,,
detective,,n.,侦探,,
deteriorate,,v.,恶化,,
deterioration,,n.,恶化，退化,,
determination,,n.,意志,,
determine,dɪ'tɜːmɪn,v.,决定；确定,Your attitude determines your progress.,你的态度决定你的进步。
develop,dɪ'veləp,v.,发展；开发；培养,Reading develops your thinking ability.,阅读培养你的思维能力。
developer,,n.,开发者,,
development,,n.,发展；生长；开发,,
developmental,,adj.,发展的,,
device,dɪ'vaɪs,n.,设备；装置,This device measures air pressure.,这个装置测量气压。
devil,,n.,魔鬼，恶魔,,
devise,,v.,设计，发明,,
devote,dɪ'vəʊt,v.,献身；致力于,She devoted herself to teaching.,她献身于教育事业。
devotion,,n.,献身， 奉献； 忠实； 热爱； 虔诚,,
dew,,n.,露，露水,,
diabetes,,n.,糖尿病； 多尿症,,
diagnose,,vt.,诊断,,
diagnosis,,n.,诊断,,
diagram,,n.,图解，图表，简图,,
dial,,n.,钟面；拨号盘 v. 拨,,
dialect,,n.,方言，土语，地方话,,
dialog,,n.,对话，对白,,
diameter,,n.,直径,,
diamond,,n.,金钢石，钻石；菱形,,
diary,,n.,日记，日记簿,,
dictate,,v.,命令，规定 n. 命令，规定,,
dictation,,n.,口授笔录；听写,,
dictator,,n.,独裁者；专制者,,
dictionary,,n.,词典，字典,,
die,,v.,死，死亡；灭亡,,
diet,,n.,日常饮食，日常食物,,
dietary,,adj.,饮食的 n. 规定的食物,,
differ,'dɪfə,v.,不同；相异,Tastes differ from person to person.,每个人口味不同。
difference,,n.,差别；差；分歧,,
different,,adj.,差异的；各种的,,
difficult,,adj.,困难的；难对付的,,
difficulty,,adj.,困难；难事；困境,,
dig,,v.,掘，挖；采掘,,
digest,,v.,消化；领会 n. 文摘,,
digestion,,n.,"消化力, 领悟",,
digestive,,adj.,消化的,,
digit,,n.,数字；手指或足趾；一指宽,,
digital,'dɪdʒɪtl,adj.,数字的；数码的,Digital books are easy to carry.,电子书携带方便。
dignify,,vt.,使有尊严， 使高贵； 美化,,
dignity,,n.,庄重；尊严；体面,,
dilemma,,n.,困境,,
diligence,,n.,勤奋,,
diligent,,adj.,勤奋的,,
dim,,adj.,昏暗的；朦胧的,,
dime,,n.,<美> 一角硬币,,
dimension,,n.,尺寸，尺度；面积,,
dimensional,,adj.,"维度的, 空间的, 尺寸的",,
dine,,v.,吃饭,,
dinner,,n.,正餐，主餐；宴会,,
dioxide,,n.,二氧化物,,
dip,,v.,浸，蘸,,
diploma,,n.,文凭,,
diplomat,,n.,外交官， 外交家； 有交际手腕的人， 圆滑的人,,
diplomatic,,adj.,外交的,,
direct,,adj.,直接的；直率的,,
direction,də'rekʃn,n.,方向；指导；说明,The map shows the direction of the wind.,地图显示了风向。
directly,,adv.,直接地；立即,,
director,,n.,理事；导演；指导者；负责人,,
dirt,,n.,尘，污物，污垢；土,,
dirty,,adj.,脏的；下流的,,
disability,,n.,"无力, 残疾",,
disable,,v.,使无能，使伤残,,
disadvantage,,n.,不利情况，缺点,,
disagree,,v.,有分歧；不一致,,
disagreement,,n.,争论；不一致,,
disappear,ˌdɪsə'pɪə,v.,消失；不见,The sun disappeared behind the clouds.,太阳消失在云层后面。
disappearance,,n.,消失，消散；失踪,,
disappoint,ˌdɪsə'pɔɪnt,v.,使失望,The result disappointed the whole team.,结果让整个团队失望。
disappointing,,adj.,令人失望的,,
disappointment,,n.,失望,,
disapproval,,n.,不赞成,,
disaster,,n.,灾难，灾祸；天灾,,
disastrous,,adj.,灾难性的；悲惨的,,
disc,,n.,圆盘，[电子] 唱片（等于disk） vt. 灌唱片,,
discard,,v.,丢弃，抛弃，遗弃,,
discharge,,v.,释放；排出；批准离开; 命令离开,,
discipline,,n.,纪律；训练 v. 训练,,
disclose,,v.,揭开，揭发；透露,,
disco,,n.,迪斯科舞厅,,
discount,,n.,折扣,,
discourage,,v.,阻止；使气馁,,
discover,dɪ'skʌvə,v.,发现；发觉,Scientists discovered a new planet.,科学家发现了一颗新行星。
discovery,,n.,发现；被发现的事物,,
discriminate,,v.,歧视；区别,,
discrimination,,n.,歧视,,
discuss,dɪ'skʌs,v.,讨论；商量,Let's discuss the plan together.,我们一起讨论这个计划吧。
discussion,,n.,讨论，谈论；论述,,
disease,dɪ'ziːz,n.,疾病,Exercise helps prevent disease.,锻炼有助于预防疾病。
disguise,,v.,隐瞒，掩埋 n. 假装,,
disgust,,n.,厌恶，憎恶,,
dish,,n.,碟，盘子；菜肴,,
dishonest,,adj.,不诚实的,,
dishonour,,n.,不光彩；丢脸的人,,
dishwasher,,n.,洗碗机,,
disintegrate,,v.,分裂成小片，瓦解,,
disintegration,,n.,破裂， 分裂； 瓦解,,
disk,,n.,圆盘，唱片；磁盘,,
dislike,,v.,不喜爱，厌恶 n. 不喜爱，厌恶,,
dismiss,,v.,不再考虑；解雇,,
dismissal,,n.,解雇；免职,,
disorder,,n.,骚乱；混乱，杂乱,,
disorderly,,adj.,杂乱的,,
display,dɪ'spleɪ,v./n.,展示；陈列；显示器,The shop displays the new phones.,商店展示了新款手机。
displease,,v.,使不愉快，使生气,,
disposal,,n.,丢掉，处理，销毁,,
dispose,,v.,去掉，丢掉；销毁,,
dispute,,n.,辩论，争论 v. 辩论，争论,,
disrupt,,vt.,使中断； 扰乱,,
disruption,,n.,分裂,,
disruptive,,adj.,"使破裂的, 分裂性的",,
dissatisfy,,v.,不满意,,
disservice,,n.,伤害，帮倒忙,,
dissolve,,v.,使溶解；解散,,
distance,'dɪstəns,n.,距离；远方,The school is within walking distance.,学校在步行可达的距离内。
distant,,adj.,遥远的,,
distinct,dɪ'stɪŋkt,adj.,清晰的；明显的；不同的,The two plants are quite distinct.,这两种植物差别明显。
distinction,,n.,差别，不同，区分,,
distinctive,,adj.,独特的，与众不同的,,
distinguish,,v.,区别，区分,,
distinguishable,,adj.,"可区别的, 可辨别的",,
distinguished,,adj.,显著的，杰出的,,
distract,,v.,分心,,
distracted,,adj.,分心的,,
distraction,,n.,分心；消遣,,
distress,,v.,使痛苦，悲痛,,
distribute,dɪ'strɪbjuːt,v.,分发；分配；分布,Volunteers distributed food to the homeless.,志愿者向无家可归者分发食物。
distribution,,n.,分发，分配；分布,,
district,'dɪstrɪkt,n.,地区；行政区,They live in a quiet district of the city.,他们住在城市一个安静的街区。
disturb,dɪ'stɜːb,v.,打扰；扰乱,Please do not disturb while I study.,我学习时请不要打扰。
disturbance,,n.,动乱；干扰,,
ditch,,n.,沟，沟渠，渠道,,
dive,,v.,跳水；潜水；俯冲,,
diverse,,adj.,各种各样的,,
diversify,,v.,"使多样化, 作多样性的投资",,
diversity,,n.,多样性；差异,,
divide,dɪ'vaɪd,v.,分开；分配；除,The teacher divided the class into four groups.,老师把全班分成四组。
divine,,adj.,神圣的,,
division,,n.,除法；部门,,
divorce,,n.,离婚，离异 v. 离婚,,
dizzy,,adj.,头晕眼花的，眩晕的,,
do,,aux.,（用于实义动词前构成否定句和疑问句） v. 做，干，办,,
dock,,n.,船坞；码头,,
doctor,,n.,医生，医师；博士,,
doctoral,,adj.,博士的,,
doctorate,,n.,博士学位;博士头衔,,
document,'dɒkjumənt,n.,文件；文档,Sign the document before you leave.,离开前签署这份文件。
documentary,,n.,纪录片,,
dog,,n.,狗，犬；犬科动物,,
doll,,n.,"洋娃娃, 玩偶",,
dollar,,n.,元〔美国、加拿大、澳大利亚等国的货币单位〕,,
dolphin,,n.,海豚,,
